Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade
Recording2,VT1,Timeline1,Crown,1,Crown,bed,87780,16203,79767,1575,315.0,200.0,392.0,5,2889.0,325.0,crown_target,3.31239,1575,315.0,200.0,392.0,5,2889.0,325.0,3.31239,1633,408.0,275.0,650.0,4,2889.0,325.0,1808,452.0,317.0,692.0,4,2839.0,375.0,0,-1.0,-1.0,0,-1.0,1,2839.0,3214.0,448.17,502.95
Recording2,VT1,Timeline1,Crown,1,Crown,book,1106,16203,79767,0,0.0,0.0,0.0,0,16203.0,0.0,crown_target,3.277085555555555,0,0.0,0.0,0.0,0,16203.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,16203.0,0.0,0,0.0,0.0,0.0,0,16203.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,Crown,1,Crown,clock,420,16203,79767,0,0.0,0.0,0.0,0,16203.0,0.0,crown_target,3.277085555555555,0,0.0,0.0,0.0,0,16203.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,16203.0,0.0,0,0.0,0.0,0.0,0,16203.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,Crown,1,Crown,crown_target,973,16203,79767,983,983.0,983.0,983.0,1,13646.0,983.0,crown_target,3.37265,983,983.0,983.0,983.0,1,13646.0,983.0,3.37265,983,983.0,983.0,983.0,1,13646.0,983.0,1025,1025.0,1025.0,1025.0,1,13604.0,1025.0,1,16170.0,2524.0,0,-1.0,0,0.0,14629.0,0.0,39.25
Recording2,VT1,Timeline1,Crown,1,Crown,flower,2658,16203,79767,1858,465.0,242.0,717.0,4,897.0,350.0,crown_target,3.24081,1858,465.0,242.0,717.0,4,897.0,350.0,3.24081,1858,465.0,242.0,717.0,4,897.0,350.0,1983,496.0,283.0,733.0,4,856.0,392.0,0,-1.0,-1.0,0,-1.0,0,856.0,1247.0,328.18,275.73
Recording2,VT1,Timeline1,Crown,1,Crown,hat,1217,16203,79767,192,192.0,192.0,192.0,1,9838.0,192.0,crown_target,3.3092,192,192.0,192.0,192.0,1,9838.0,192.0,3.3092,192,192.0,192.0,192.0,1,9838.0,192.0,233,233.0,233.0,233.0,1,9796.0,233.0,0,-1.0,-1.0,0,-1.0,0,9796.0,10030.0,329.87,91.39
Recording2,VT1,Timeline1,Crown,1,Crown,lamp,13169,16203,79767,575,287.0,242.0,333.0,2,7680.0,333.0,crown_target,3.27431,575,287.0,242.0,333.0,2,7680.0,333.0,3.27431,575,287.0,242.0,333.0,2,7680.0,333.0,667,333.0,292.0,375.0,2,7638.0,375.0,0,-1.0,-1.0,0,-1.0,0,7638.0,8013.0,364.0,199.99
Recording2,VT1,Timeline1,Crown,1,Crown,mirror,2076,16203,79767,0,0.0,0.0,0.0,0,16203.0,0.0,crown_target,3.277085555555555,0,0.0,0.0,0.0,0,16203.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,16203.0,0.0,0,0.0,0.0,0.0,0,16203.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,Crown,1,Crown,shoes,4204,16203,79767,617,308.0,292.0,325.0,2,3289.0,292.0,crown_target,3.3549,617,308.0,292.0,325.0,2,3289.0,292.0,3.3549,617,308.0,292.0,325.0,2,3289.0,292.0,750,375.0,367.0,383.0,2,3214.0,367.0,0,-1.0,-1.0,0,-1.0,0,3214.0,3580.0,502.95,463.42
Recording2,VT1,Timeline1,Crown,1,Crown,wardrobe,24359,16203,79767,675,337.0,283.0,392.0,2,1289.0,283.0,crown_target,3.23149,675,337.0,283.0,392.0,2,1289.0,283.0,3.23149,675,337.0,283.0,392.0,2,1289.0,283.0,783,392.0,325.0,458.0,2,1247.0,325.0,0,-1.0,-1.0,0,-1.0,0,1247.0,1572.0,275.73,268.5
Recording2,VT1,Timeline1,findDice,1,findDice,bottom cheese cluster,27729,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,center cheese cluster,38477,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,dice_target,7136,3634,73316,2091,1046.0,633.0,1458.0,2,1091.0,1458.0,dice_target,3.06174,2091,1046.0,633.0,1458.0,2,1091.0,1458.0,3.06174,2108,2108.0,2108.0,2108.0,1,1091.0,2108.0,2150,2150.0,2150.0,2150.0,1,1050.0,2150.0,1,3590.0,2498.0,0,-1.0,1,1050.0,3200.0,249.51,66.36
Recording2,VT1,Timeline1,findDice,1,findDice,left cheese cluster,87823,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 1,4951,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 2,2624,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 3,3226,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 4,3810,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 5,4404,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 6,3221,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 7,5649,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,mouse 8,3552,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,Polygon,31183,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,findDice,1,findDice,right cheese cluster,62055,3634,73316,0,0.0,0.0,0.0,0,3634.0,0.0,dice_target,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3634.0,0.0,0,0.0,0.0,0.0,0,3634.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,Hat,1,Hat,curtain,35275,21319,95970,1093,273.0,201.0,350.0,4,0.0,201.0,flower,3.32057,892,297.0,250.0,350.0,3,4092.0,250.0,3.23984,1093,273.0,201.0,350.0,4,0.0,201.0,1243,311.0,201.0,383.0,4,0.0,201.0,0,-1.0,-1.0,0,-1.0,0,4042.0,201.0,364.75,493.65
Recording2,VT1,Timeline1,Hat,1,Hat,flower,7678,21319,95970,1292,323.0,267.0,367.0,4,1684.0,333.0,flower,3.25221,1292,323.0,267.0,367.0,4,1684.0,333.0,3.25221,1292,323.0,267.0,367.0,4,1684.0,333.0,1400,350.0,292.0,392.0,4,1651.0,367.0,0,-1.0,-1.0,0,-1.0,0,1651.0,2018.0,251.08,291.63
Recording2,VT1,Timeline1,Hat,1,Hat,hat_target,818,21319,95970,400,400.0,400.0,400.0,1,6267.0,400.0,flower,3.26294,400,400.0,400.0,400.0,1,6267.0,400.0,3.26294,400,400.0,400.0,400.0,1,6267.0,400.0,417,417.0,417.0,417.0,1,6250.0,417.0,1,21287.0,15020.0,0,-1.0,0,6250.0,6667.0,63.14,126.07
Recording2,VT1,Timeline1,Hat,1,Hat,mirror,50743,21319,95970,2983,249.0,125.0,400.0,12,260.0,125.0,flower,3.25431,2983,249.0,125.0,400.0,12,260.0,125.0,3.25431,3216,643.0,125.0,1167.0,5,260.0,125.0,3475,695.0,183.0,1208.0,5,201.0,183.0,0,-1.0,-1.0,0,-1.0,7,201.0,384.0,493.65,211.26
Recording2,VT1,Timeline1,Hat,1,Hat,shower set,6498,21319,95970,1100,367.0,233.0,467.0,3,4409.0,400.0,flower,3.30842,1100,367.0,233.0,467.0,3,4409.0,400.0,3.30842,1142,571.0,400.0,742.0,2,4409.0,400.0,1225,612.0,467.0,758.0,2,4342.0,467.0,0,-1.0,-1.0,0,-1.0,1,4342.0,4809.0,514.62,264.71
Recording2,VT1,Timeline1,Hat,1,Hat,sink area,2773,21319,95970,708,236.0,175.0,292.0,3,1476.0,175.0,flower,3.33332,708,236.0,175.0,292.0,3,1476.0,175.0,3.33332,708,236.0,175.0,292.0,3,1476.0,175.0,800,267.0,208.0,325.0,3,1443.0,208.0,0,-1.0,-1.0,0,-1.0,0,1443.0,1651.0,282.18,251.08
Recording2,VT1,Timeline1,Hat,1,Hat,toilet,19428,21319,95970,592,296.0,225.0,367.0,2,3384.0,225.0,flower,3.28932,592,296.0,225.0,367.0,2,3384.0,225.0,3.28932,592,296.0,225.0,367.0,2,3384.0,225.0,667,333.0,267.0,400.0,2,3342.0,267.0,0,-1.0,-1.0,0,-1.0,0,3342.0,3609.0,276.05,92.74
Recording2,VT1,Timeline1,Hat,1,Hat,toiletries,5754,21319,95970,958,319.0,250.0,417.0,3,3051.0,292.0,flower,3.34404,958,319.0,250.0,417.0,3,3051.0,292.0,3.34404,975,487.0,292.0,683.0,2,3051.0,292.0,1042,521.0,325.0,717.0,2,3018.0,325.0,0,-1.0,-1.0,0,-1.0,1,3018.0,3342.0,188.3,276.05
Recording2,VT1,Timeline1,Iguana,1,Iguana,bench,15787,30006,117289,2183,243.0,100.0,317.0,9,1471.0,283.0,bench,3.54105,2183,243.0,100.0,317.0,9,1471.0,283.0,3.54105,2266,378.0,100.0,708.0,6,1471.0,283.0,2508,418.0,117.0,750.0,6,1413.0,342.0,0,-1.0,-1.0,0,-1.0,3,1413.0,1754.0,443.22,359.46
Recording2,VT1,Timeline1,Iguana,1,Iguana,bird bath,15729,30006,117289,2541,363.0,208.0,550.0,7,2304.0,325.0,bench,3.50801,2541,363.0,208.0,550.0,7,2304.0,325.0,3.50801,2566,428.0,208.0,858.0,6,2304.0,325.0,2791,465.0,258.0,900.0,6,2279.0,350.0,0,-1.0,-1.0,0,-1.0,1,2279.0,2629.0,240.9,372.18
Recording2,VT1,Timeline1,Iguana,1,Iguana,iguana_target,341,30006,117289,0,0.0,0.0,0.0,0,30006.0,0.0,bench,3.277085555555555,0,0.0,0.0,0.0,0,30006.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,30006.0,0.0,0,0.0,0.0,0.0,0,30006.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,Iguana,1,Iguana,lamp,4086,30006,117289,1417,283.0,158.0,525.0,5,3671.0,158.0,bench,3.39583,1417,283.0,158.0,525.0,5,3671.0,158.0,3.39583,1492,497.0,158.0,808.0,3,3671.0,158.0,1600,533.0,183.0,833.0,3,3646.0,183.0,0,-1.0,-1.0,0,-1.0,2,3646.0,3829.0,178.47,408.81
Recording2,VT1,Timeline1,Iguana,1,Iguana,pathway,35660,30006,117289,1858,310.0,200.0,417.0,6,6895.0,275.0,bench,3.4959,1858,310.0,200.0,417.0,6,6895.0,275.0,3.4959,1900,380.0,242.0,650.0,5,6895.0,275.0,2100,420.0,283.0,692.0,5,6862.0,308.0,0,-1.0,-1.0,0,-1.0,1,6862.0,7170.0,279.23,262.4
Recording2,VT1,Timeline1,Iguana,1,Iguana,right bush,27856,30006,117289,1375,344.0,225.0,458.0,4,11036.0,358.0,bench,3.61542,1375,344.0,225.0,458.0,4,11036.0,358.0,3.61542,1408,469.0,358.0,592.0,3,11036.0,358.0,1516,505.0,383.0,633.0,3,11011.0,383.0,0,-1.0,-1.0,0,-1.0,1,11011.0,11395.0,196.38,312.26
Recording2,VT1,Timeline1,Iguana,1,Iguana,tree branch,13442,30006,117289,667,222.0,167.0,283.0,3,8687.0,167.0,bench,3.55633,667,222.0,167.0,283.0,3,8687.0,167.0,3.55633,667,222.0,167.0,283.0,3,8687.0,167.0,775,258.0,217.0,325.0,3,8637.0,217.0,0,-1.0,-1.0,0,-1.0,0,8637.0,8853.0,223.62,201.04
Recording2,VT1,Timeline1,Rabbit,1,Rabbit,dog,3055,6134,147295,300,300.0,300.0,300.0,1,2561.0,300.0,rabbit_target,3.2888,300,300.0,300.0,300.0,1,2561.0,300.0,3.2888,300,300.0,300.0,300.0,1,2561.0,300.0,317,317.0,317.0,317.0,1,2544.0,317.0,0,-1.0,-1.0,0,-1.0,0,2544.0,2861.0,51.59,484.92
Recording2,VT1,Timeline1,Rabbit,1,Rabbit,fox,6674,6134,147295,217,217.0,217.0,217.0,1,2019.0,217.0,rabbit_target,3.18819,217,217.0,217.0,217.0,1,2019.0,217.0,3.18819,217,217.0,217.0,217.0,1,2019.0,217.0,250,250.0,250.0,250.0,1,1986.0,250.0,0,-1.0,-1.0,0,-1.0,0,1986.0,2236.0,146.69,373.08
Recording2,VT1,Timeline1,Rabbit,1,Rabbit,human,94591,6134,147295,153,76.0,11.0,142.0,2,0.0,11.0,rabbit_target,3.32955,142,142.0,142.0,142.0,1,361.0,142.0,3.32218,153,76.0,11.0,142.0,2,0.0,11.0,195,97.0,11.0,183.0,2,0.0,11.0,0,-1.0,-1.0,0,-1.0,0,320.0,11.0,336.56,262.4
Recording2,VT1,Timeline1,Rabbit,1,Rabbit,owl,4380,6134,147295,0,0.0,0.0,0.0,0,6134.0,0.0,rabbit_target,3.277085555555555,0,0.0,0.0,0.0,0,6134.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,6134.0,0.0,0,0.0,0.0,0.0,0,6134.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,Rabbit,1,Rabbit,rabbit_target,2328,6134,147295,1899,1899.0,1899.0,1899.0,1,4236.0,1899.0,rabbit_target,3.516,0,0.0,0.0,0.0,0,6134.0,0.0,3.516,1899,1899.0,1899.0,1899.0,1,4236.0,1899.0,1924,1924.0,1924.0,1924.0,1,4211.0,1924.0,1,6067.0,1831.0,0,-1.0,0,4211.0,0.0,64.84,0.0
Recording2,VT1,Timeline1,Rabbit,1,Rabbit,tree,53106,6134,147295,458,229.0,192.0,267.0,2,1794.0,192.0,rabbit_target,3.21525,458,229.0,192.0,267.0,2,1794.0,192.0,3.21525,458,229.0,192.0,267.0,2,1794.0,192.0,550,275.0,242.0,308.0,2,1744.0,242.0,0,-1.0,-1.0,0,-1.0,0,1744.0,1986.0,445.59,146.69
Recording2,VT1,Timeline1,Shoe,1,Shoe,boy,12241,25588,153429,1825,365.0,183.0,883.0,5,1601.0,183.0,shoe_target,3.30202,1825,365.0,183.0,883.0,5,1601.0,183.0,3.30202,1833,458.0,183.0,1125.0,4,1601.0,183.0,2000,500.0,242.0,1158.0,4,1543.0,242.0,0,-1.0,-1.0,0,-1.0,1,1543.0,1784.0,427.46,286.78
Recording2,VT1,Timeline1,Shoe,1,Shoe,clothes on bed,5412,25588,153429,3291,366.0,117.0,583.0,9,4434.0,383.0,shoe_target,3.18964,3291,366.0,117.0,583.0,9,4434.0,383.0,3.18964,3400,850.0,342.0,1750.0,4,4434.0,383.0,3575,894.0,375.0,1783.0,4,4376.0,442.0,0,-1.0,-1.0,0,-1.0,5,4376.0,4817.0,420.32,260.48
Recording2,VT1,Timeline1,Shoe,1,Shoe,cluttered toy basket,16218,25588,153429,1208,242.0,192.0,283.0,5,2176.0,258.0,shoe_target,3.32267,1208,242.0,192.0,283.0,5,2176.0,258.0,3.32267,1275,637.0,258.0,1017.0,2,2176.0,258.0,1358,679.0,300.0,1058.0,2,2134.0,300.0,0,-1.0,-1.0,0,-1.0,3,2134.0,2434.0,331.8,392.15
Recording2,VT1,Timeline1,Shoe,1,Shoe,lamp,5639,25588,153429,333,333.0,333.0,333.0,1,8958.0,333.0,shoe_target,3.18698,333,333.0,333.0,333.0,1,8958.0,333.0,3.18698,333,333.0,333.0,333.0,1,8958.0,333.0,375,375.0,375.0,375.0,1,8917.0,375.0,0,-1.0,-1.0,0,-1.0,0,8917.0,9292.0,310.0,299.67
Recording2,VT1,Timeline1,Shoe,1,Shoe,shoe_target,1187,25588,153429,1823,1823.0,1823.0,1823.0,1,23765.0,1823.0,shoe_target,3.45835,0,0.0,0.0,0.0,0,25588.0,0.0,3.45835,1823,1823.0,1823.0,1823.0,1,23765.0,1823.0,1839,1839.0,1839.0,1839.0,1,23748.0,1839.0,1,25540.0,1775.0,0,-1.0,0,23748.0,0.0,47.51,0.0
Recording2,VT1,Timeline1,Shoe,1,Shoe,train,7874,25588,153429,175,175.0,175.0,175.0,1,7334.0,175.0,shoe_target,3.23335,175,175.0,175.0,175.0,1,7334.0,175.0,3.23335,175,175.0,175.0,175.0,1,7334.0,175.0,208,208.0,208.0,208.0,1,7300.0,208.0,0,-1.0,-1.0,0,-1.0,0,7300.0,7509.0,143.43,429.65
Recording2,VT1,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,human,46247,3717,203438,1273,318.0,75.0,589.0,4,262.0,75.0,human,3.5726,683,228.0,75.0,342.0,3,262.0,75.0,3.49553,1348,674.0,75.0,1273.0,2,262.0,75.0,1431,715.0,117.0,1314.0,2,220.0,117.0,1,3675.0,3414.0,0,-1.0,2,220.0,337.0,342.3,362.78
Recording2,VT1,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,jug_cup,7301,3717,203438,0,0.0,0.0,0.0,0,3717.0,0.0,human,3.277085555555555,0,0.0,0.0,0.0,0,3717.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3717.0,0.0,0,0.0,0.0,0.0,0,3717.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,prisoner_target,1848,3717,203438,0,0.0,0.0,0.0,0,3717.0,0.0,human,3.277085555555555,0,0.0,0.0,0.0,0,3717.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3717.0,0.0,0,0.0,0.0,0.0,0,3717.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,table,18609,3717,203438,0,0.0,0.0,0.0,0,3717.0,0.0,human,3.277085555555555,0,0.0,0.0,0.0,0,3717.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,3717.0,0.0,0,0.0,0.0,0.0,0,3717.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,window,23617,3717,203438,562,187.0,150.0,220.0,3,0.0,220.0,human,3.23998,342,171.0,150.0,192.0,2,2036.0,192.0,3.52781,587,293.0,220.0,367.0,2,0.0,220.0,645,322.0,220.0,425.0,2,0.0,220.0,0,-1.0,-1.0,0,-1.0,1,1978.0,220.0,333.04,342.3
Recording2,VT1,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,bed,97121,7051,207155,975,244.0,158.0,350.0,4,1152.0,192.0,ClothesPile,3.15756,975,244.0,158.0,350.0,4,1152.0,192.0,3.15756,1067,533.0,192.0,875.0,2,1152.0,192.0,1175,587.0,250.0,925.0,2,1094.0,250.0,0,-1.0,-1.0,0,-1.0,2,1094.0,1344.0,362.89,350.54
Recording2,VT1,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,book,4811,7051,207155,0,0.0,0.0,0.0,0,7051.0,0.0,ClothesPile,3.277085555555555,0,0.0,0.0,0.0,0,7051.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,7051.0,0.0,0,0.0,0.0,0.0,0,7051.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,ClothesPile,20914,7051,207155,375,375.0,375.0,375.0,1,3727.0,375.0,ClothesPile,3.23156,375,375.0,375.0,375.0,1,3727.0,375.0,3.23156,375,375.0,375.0,375.0,1,3727.0,375.0,417,417.0,417.0,417.0,1,3685.0,417.0,0,-1.0,-1.0,0,-1.0,0,3685.0,4102.0,289.71,334.8
Recording2,VT1,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,ladder,36501,7051,207155,242,242.0,242.0,242.0,1,2519.0,242.0,ClothesPile,3.20402,242,242.0,242.0,242.0,1,2519.0,242.0,3.20402,242,242.0,242.0,242.0,1,2519.0,242.0,275,275.0,275.0,275.0,1,2485.0,275.0,0,-1.0,-1.0,0,-1.0,0,2485.0,2760.0,227.33,426.22
Recording2,VT1,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,ring_target,222,7051,207155,0,0.0,0.0,0.0,0,7051.0,0.0,ClothesPile,3.277085555555555,0,0.0,0.0,0.0,0,7051.0,0.0,3.277085555555555,0,0.0,0.0,0.0,0,7051.0,0.0,0,0.0,0.0,0.0,0,7051.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording2,VT1,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,animal_cluster,8114,15019,214206,317,317.0,317.0,317.0,1,5108.0,317.0,tree,3.1425,317,317.0,317.0,317.0,1,5108.0,317.0,3.1425,317,317.0,317.0,317.0,1,5108.0,317.0,350,350.0,350.0,350.0,1,5075.0,350.0,0,-1.0,-1.0,0,-1.0,0,5075.0,5425.0,194.14,345.04
Recording2,VT1,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,blonde_girl,24279,15019,214206,2841,316.0,108.0,500.0,9,0.0,225.0,tree,3.24666,2616,327.0,108.0,500.0,8,1025.0,433.0,3.23433,2933,489.0,225.0,808.0,6,0.0,225.0,3166,528.0,225.0,842.0,6,0.0,225.0,0,-1.0,-1.0,0,-1.0,3,958.0,225.0,426.84,447.84
Recording2,VT1,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,blue_hair_girl,11219,15019,214206,1458,243.0,158.0,358.0,6,2941.0,250.0,tree,3.27078,1458,243.0,158.0,358.0,6,2941.0,250.0,3.27078,1500,375.0,158.0,583.0,4,2941.0,250.0,1666,417.0,183.0,625.0,4,2891.0,300.0,0,-1.0,-1.0,0,-1.0,2,2891.0,3191.0,208.79,350.18
Recording2,VT1,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,boy,13078,15019,214206,725,362.0,358.0,367.0,2,3775.0,367.0,tree,3.26437,725,362.0,358.0,367.0,2,3775.0,367.0,3.26437,725,362.0,358.0,367.0,2,3775.0,367.0,817,408.0,400.0,417.0,2,3725.0,417.0,0,-1.0,-1.0,0,-1.0,0,3725.0,4141.0,435.19,278.28
Recording2,VT1,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,tree,11785,15019,214206,567,283.0,225.0,342.0,2,5849.0,225.0,tree,3.2492,567,283.0,225.0,342.0,2,5849.0,225.0,3.2492,567,283.0,225.0,342.0,2,5849.0,225.0,633,317.0,267.0,367.0,2,5808.0,267.0,0,-1.0,-1.0,0,-1.0,0,5808.0,6074.0,290.62,176.16
