Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade
Recording5,VT38,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,BottomElephantCluster,54043,15002,202023,0,0.0,0.0,0.0,0,15002.0,0.0,CenterElephantCluster,3.211158073394495,0,0.0,0.0,0.0,0,15002.0,0.0,3.211158073394495,0,0.0,0.0,0.0,0,15002.0,0.0,0,0.0,0.0,0.0,0,15002.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording5,VT38,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,CenterElephantCluster,52353,15002,202023,2316,178.0,67.0,475.0,13,1952.0,167.0,CenterElephantCluster,3.04677,2316,178.0,67.0,475.0,13,1952.0,167.0,3.04677,2525,361.0,158.0,933.0,7,1952.0,167.0,2766,395.0,183.0,967.0,7,1935.0,183.0,0,-1.0,-1.0,0,-1.0,6,2477.0,2119.0,192.73,199.33
Recording5,VT38,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,heart_target,313,15002,202023,0,0.0,0.0,0.0,0,15002.0,0.0,CenterElephantCluster,3.211158073394495,0,0.0,0.0,0.0,0,15002.0,0.0,3.211158073394495,0,0.0,0.0,0.0,0,15002.0,0.0,0,0.0,0.0,0.0,0,15002.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording5,VT38,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,LeftElephantCluster,50940,15002,202023,1933,161.0,117.0,267.0,12,2144.0,183.0,CenterElephantCluster,3.09384,1933,161.0,117.0,267.0,12,2144.0,183.0,3.09384,2108,422.0,300.0,725.0,5,2144.0,333.0,2266,453.0,333.0,750.0,5,2119.0,358.0,0,-1.0,-1.0,0,-1.0,7,2119.0,2477.0,199.33,192.73
Recording5,VT38,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,TopRightElephantCluster,61672,15002,202023,1217,152.0,83.0,200.0,8,577.0,92.0,CenterElephantCluster,3.09433,1217,152.0,83.0,200.0,8,577.0,92.0,3.09433,1358,453.0,92.0,1067.0,3,577.0,92.0,1458,486.0,125.0,1100.0,3,544.0,125.0,0,-1.0,-1.0,0,-1.0,5,544.0,669.0,185.72,176.53
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,books,5189,12385,132779,0,0.0,0.0,0.0,0,12385.0,0.0,RightGirls,3.211158073394495,0,0.0,0.0,0.0,0,12385.0,0.0,3.211158073394495,0,0.0,0.0,0.0,0,12385.0,0.0,0,0.0,0.0,0.0,0,12385.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,CenterBoy,12946,12385,132779,658,219.0,142.0,300.0,3,2580.0,142.0,RightGirls,3.58821,658,219.0,142.0,300.0,3,2580.0,142.0,3.58821,675,337.0,142.0,533.0,2,2580.0,142.0,775,387.0,192.0,583.0,2,2530.0,192.0,0,-1.0,-1.0,0,-1.0,1,2530.0,2722.0,415.79,226.31
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,chipsticks,708,12385,132779,0,0.0,0.0,0.0,0,12385.0,0.0,RightGirls,3.211158073394495,0,0.0,0.0,0.0,0,12385.0,0.0,3.211158073394495,0,0.0,0.0,0.0,0,12385.0,0.0,0,0.0,0.0,0.0,0,12385.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,dishware,17273,12385,132779,1117,223.0,117.0,258.0,5,1055.0,250.0,RightGirls,3.49182,1117,223.0,117.0,258.0,5,1055.0,250.0,3.49182,1142,285.0,242.0,400.0,4,1055.0,250.0,1275,319.0,258.0,450.0,4,1014.0,292.0,0,-1.0,-1.0,0,-1.0,1,1539.0,1305.0,309.55,130.95
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,LeftBoys,25817,12385,132779,2216,170.0,75.0,383.0,13,847.0,142.0,RightGirls,3.51307,2216,170.0,75.0,383.0,13,847.0,142.0,3.51307,2691,449.0,142.0,950.0,6,847.0,142.0,2816,469.0,175.0,958.0,6,814.0,175.0,0,-1.0,-1.0,0,-1.0,4,6613.0,4572.0,342.2,252.77
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,RightGirls,28210,12385,132779,506,169.0,150.0,200.0,3,0.0,156.0,RightGirls,3.60045,350,175.0,150.0,200.0,2,3347.0,200.0,3.57323,506,169.0,150.0,200.0,3,0.0,156.0,572,191.0,156.0,242.0,3,0.0,156.0,0,-1.0,-1.0,0,-1.0,0,3305.0,156.0,209.61,570.42
Recording5,VT38,Timeline1,Toothbrush,1,Toothbrush,toothbrush_target,289,12385,132779,0,0.0,0.0,0.0,0,12385.0,0.0,RightGirls,3.211158073394495,0,0.0,0.0,0.0,0,12385.0,0.0,3.211158073394495,0,0.0,0.0,0.0,0,12385.0,0.0,0,0.0,0.0,0.0,0,12385.0,0.0,1,12353.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,bed,87780,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,book,1106,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,clock,420,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,crown_target,973,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,flower,2658,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,hat,1217,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,lamp,13169,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,mirror,2076,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,shoes,4204,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Crown,1,Crown,wardrobe,24359,3067,122939,0,0.0,0.0,0.0,0,3067.0,0.0,None_Viewed,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,3067.0,0.0,0,0.0,0.0,0.0,0,3067.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,bottom cheese cluster,27729,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,center cheese cluster,38477,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,dice_target,7136,1617,117755,272,91.0,75.0,122.0,3,953.0,75.0,dice_target,2.81655,150,75.0,75.0,75.0,2,953.0,75.0,2.80037,281,140.0,122.0,158.0,2,953.0,158.0,347,174.0,167.0,181.0,2,945.0,167.0,0,-1.0,-1.0,0,-1.0,1,0.0,1111.0,0.0,189.83
Recording6,VT87,Timeline1,findDice,1,findDice,left cheese cluster,87823,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,1,1580.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 1,4951,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 2,2624,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 3,3226,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 4,3810,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 5,4404,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 6,3221,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 7,5649,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,mouse 8,3552,1617,117755,208,208.0,208.0,208.0,1,1153.0,208.0,dice_target,2.8248,0,0.0,0.0,0.0,0,1617.0,0.0,2.8248,208,208.0,208.0,208.0,1,1153.0,208.0,250,250.0,250.0,250.0,1,1111.0,250.0,0,-1.0,-1.0,0,-1.0,0,1111.0,0.0,189.83,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,Polygon,31183,1617,117755,67,67.0,67.0,67.0,1,661.0,67.0,dice_target,2.81566,67,67.0,67.0,67.0,1,661.0,67.0,2.81566,67,67.0,67.0,67.0,1,661.0,67.0,75,75.0,75.0,75.0,1,653.0,75.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,findDice,1,findDice,right cheese cluster,62055,1617,117755,0,0.0,0.0,0.0,0,1617.0,0.0,dice_target,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,1617.0,0.0,0,0.0,0.0,0.0,0,1617.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Hat,1,Hat,curtain,35275,14652,126006,83,83.0,83.0,83.0,1,1901.0,83.0,hat_target,3.04076,83,83.0,83.0,83.0,1,1901.0,83.0,3.04076,83,83.0,83.0,83.0,1,1901.0,83.0,150,150.0,150.0,150.0,1,1834.0,150.0,0,-1.0,-1.0,0,-1.0,0,1834.0,1984.0,683.51,801.18
Recording6,VT87,Timeline1,Hat,1,Hat,flower,7678,14652,126006,767,383.0,308.0,458.0,2,6675.0,308.0,hat_target,3.2292,767,383.0,308.0,458.0,2,6675.0,308.0,3.2292,767,383.0,308.0,458.0,2,6675.0,308.0,833,417.0,350.0,483.0,2,6633.0,350.0,0,-1.0,-1.0,0,-1.0,0,6633.0,6983.0,157.33,65.11
Recording6,VT87,Timeline1,Hat,1,Hat,hat_target,818,14652,126006,1192,397.0,192.0,592.0,3,7008.0,192.0,hat_target,3.29735,1192,397.0,192.0,592.0,3,7008.0,192.0,3.29735,1200,600.0,192.0,1008.0,2,7008.0,192.0,1242,621.0,217.0,1025.0,2,6983.0,217.0,1,14617.0,7609.0,0,-1.0,1,6983.0,0.0,65.11,0.0
Recording6,VT87,Timeline1,Hat,1,Hat,mirror,50743,14652,126006,1183,169.0,108.0,258.0,7,309.0,108.0,hat_target,3.21961,1075,179.0,108.0,258.0,6,309.0,108.0,3.22363,1450,242.0,108.0,692.0,6,309.0,108.0,1658,276.0,108.0,733.0,6,276.0,142.0,0,-1.0,-1.0,0,-1.0,0,676.0,417.0,339.93,212.24
Recording6,VT87,Timeline1,Hat,1,Hat,shower set,6498,14652,126006,783,196.0,117.0,275.0,4,1442.0,208.0,hat_target,3.17848,783,196.0,117.0,275.0,4,1442.0,208.0,3.17848,833,278.0,183.0,442.0,3,1442.0,208.0,933,311.0,200.0,467.0,3,1384.0,267.0,0,-1.0,-1.0,0,-1.0,1,1384.0,1651.0,518.58,67.9
Recording6,VT87,Timeline1,Hat,1,Hat,sink area,2773,14652,126006,0,0.0,0.0,0.0,0,14652.0,0.0,hat_target,3.1491353191489364,0,0.0,0.0,0.0,0,14652.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,14652.0,0.0,0,0.0,0.0,0.0,0,14652.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Hat,1,Hat,toilet,19428,14652,126006,192,192.0,192.0,192.0,1,7808.0,192.0,hat_target,3.19625,192,192.0,192.0,192.0,1,7808.0,192.0,3.19625,192,192.0,192.0,192.0,1,7808.0,192.0,250,250.0,250.0,250.0,1,7750.0,250.0,0,-1.0,-1.0,0,-1.0,0,7750.0,8000.0,344.59,133.12
Recording6,VT87,Timeline1,Hat,1,Hat,toiletries,5754,14652,126006,650,217.0,175.0,283.0,3,1192.0,192.0,hat_target,3.19658,650,217.0,175.0,283.0,3,1192.0,192.0,3.19658,650,217.0,175.0,283.0,3,1192.0,192.0,783,261.0,217.0,342.0,3,1159.0,225.0,0,-1.0,-1.0,0,-1.0,0,2709.0,1384.0,316.13,518.58
Recording6,VT87,Timeline1,Iguana,1,Iguana,bench,15787,10685,140659,655,218.0,108.0,305.0,3,0.0,305.0,bird bath,3.30089,350,175.0,108.0,242.0,2,7212.0,242.0,3.41167,655,218.0,108.0,305.0,3,0.0,305.0,713,238.0,125.0,305.0,3,0.0,305.0,0,-1.0,-1.0,0,-1.0,0,7171.0,7454.0,310.53,99.99
Recording6,VT87,Timeline1,Iguana,1,Iguana,bird bath,15729,10685,140659,333,167.0,133.0,200.0,2,8437.0,200.0,bird bath,3.31039,333,167.0,133.0,200.0,2,8437.0,200.0,3.31039,333,167.0,133.0,200.0,2,8437.0,200.0,433,217.0,158.0,275.0,2,8362.0,275.0,0,-1.0,-1.0,0,-1.0,0,8362.0,8637.0,522.02,107.04
Recording6,VT87,Timeline1,Iguana,1,Iguana,iguana_target,341,10685,140659,0,0.0,0.0,0.0,0,10685.0,0.0,bird bath,3.1491353191489364,0,0.0,0.0,0.0,0,10685.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,10685.0,0.0,0,0.0,0.0,0.0,0,10685.0,0.0,1,10653.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Iguana,1,Iguana,lamp,4086,10685,140659,0,0.0,0.0,0.0,0,10685.0,0.0,bird bath,3.1491353191489364,0,0.0,0.0,0.0,0,10685.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,10685.0,0.0,0,0.0,0.0,0.0,0,10685.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Iguana,1,Iguana,pathway,35660,10685,140659,350,175.0,150.0,200.0,2,1971.0,150.0,bird bath,3.22996,350,175.0,150.0,200.0,2,1971.0,150.0,3.22996,392,392.0,392.0,392.0,1,1971.0,392.0,433,433.0,433.0,433.0,1,1930.0,433.0,0,-1.0,-1.0,0,-1.0,1,0.0,2363.0,0.0,323.58
Recording6,VT87,Timeline1,Iguana,1,Iguana,right bush,27856,10685,140659,133,133.0,133.0,133.0,1,1005.0,133.0,bird bath,3.10972,133,133.0,133.0,133.0,1,1005.0,133.0,3.10972,133,133.0,133.0,133.0,1,1005.0,133.0,167,167.0,167.0,167.0,1,972.0,167.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Iguana,1,Iguana,tree branch,13442,10685,140659,375,187.0,158.0,217.0,2,4013.0,158.0,bird bath,3.31744,375,187.0,158.0,217.0,2,4013.0,158.0,3.31744,417,417.0,417.0,417.0,1,4013.0,417.0,442,442.0,442.0,442.0,1,3988.0,442.0,0,-1.0,-1.0,0,-1.0,1,3988.0,4429.0,98.92,555.21
Recording6,VT87,Timeline1,Rabbit,1,Rabbit,dog,3055,4517,151344,0,0.0,0.0,0.0,0,4517.0,0.0,human,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,0,0.0,0.0,0.0,0,4517.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Rabbit,1,Rabbit,fox,6674,4517,151344,0,0.0,0.0,0.0,0,4517.0,0.0,human,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,0,0.0,0.0,0.0,0,4517.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Rabbit,1,Rabbit,human,94591,4517,151344,317,106.0,67.0,125.0,3,294.0,125.0,human,3.09272,317,106.0,67.0,125.0,3,294.0,125.0,3.09272,367,183.0,125.0,242.0,2,294.0,125.0,408,204.0,150.0,258.0,2,268.0,150.0,0,-1.0,-1.0,0,-1.0,1,0.0,418.0,0.0,455.1
Recording6,VT87,Timeline1,Rabbit,1,Rabbit,owl,4380,4517,151344,0,0.0,0.0,0.0,0,4517.0,0.0,human,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,0,0.0,0.0,0.0,0,4517.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Rabbit,1,Rabbit,rabbit_target,2328,4517,151344,0,0.0,0.0,0.0,0,4517.0,0.0,human,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4517.0,0.0,0,0.0,0.0,0.0,0,4517.0,0.0,1,4432.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Rabbit,1,Rabbit,tree,53106,4517,151344,200,100.0,100.0,100.0,2,1368.0,100.0,human,2.85297,200,100.0,100.0,100.0,2,1368.0,100.0,2.85297,217,217.0,217.0,217.0,1,1368.0,217.0,258,258.0,258.0,258.0,1,1327.0,258.0,0,-1.0,-1.0,0,-1.0,1,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Shoe,1,Shoe,boy,12241,4251,155861,525,262.0,233.0,292.0,2,1117.0,233.0,cluttered toy basket,3.18797,525,262.0,233.0,292.0,2,1117.0,233.0,3.18797,525,262.0,233.0,292.0,2,1117.0,233.0,608,304.0,283.0,325.0,2,1067.0,283.0,0,-1.0,-1.0,0,-1.0,0,1067.0,1934.0,186.1,56.76
Recording6,VT87,Timeline1,Shoe,1,Shoe,clothes on bed,5412,4251,155861,0,0.0,0.0,0.0,0,4251.0,0.0,cluttered toy basket,3.1491353191489364,0,0.0,0.0,0.0,0,4251.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4251.0,0.0,0,0.0,0.0,0.0,0,4251.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Shoe,1,Shoe,cluttered toy basket,16218,4251,155861,1642,547.0,175.0,1167.0,3,2567.0,175.0,cluttered toy basket,3.27728,475,237.0,175.0,300.0,2,2567.0,175.0,3.22064,1684,1684.0,1684.0,1684.0,1,2567.0,1684.0,1725,1725.0,1725.0,1725.0,1,2525.0,1725.0,0,-1.0,-1.0,0,-1.0,2,2525.0,0.0,333.34,0.0
Recording6,VT87,Timeline1,Shoe,1,Shoe,lamp,5639,4251,155861,108,108.0,108.0,108.0,1,734.0,108.0,cluttered toy basket,3.00452,108,108.0,108.0,108.0,1,734.0,108.0,3.00452,108,108.0,108.0,108.0,1,734.0,108.0,175,175.0,175.0,175.0,1,667.0,175.0,0,-1.0,-1.0,0,-1.0,0,667.0,0.0,485.0,0.0
Recording6,VT87,Timeline1,Shoe,1,Shoe,shoe_target,1187,4251,155861,0,0.0,0.0,0.0,0,4251.0,0.0,cluttered toy basket,3.1491353191489364,0,0.0,0.0,0.0,0,4251.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4251.0,0.0,0,0.0,0.0,0.0,0,4251.0,0.0,1,4211.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,Shoe,1,Shoe,train,7874,4251,155861,0,0.0,0.0,0.0,0,4251.0,0.0,cluttered toy basket,3.1491353191489364,0,0.0,0.0,0.0,0,4251.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,4251.0,0.0,0,0.0,0.0,0.0,0,4251.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
Recording6,VT87,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,human,46247,15002,174064,3045,203.0,62.0,467.0,15,0.0,62.0,window,3.4318,2983,213.0,125.0,467.0,14,645.0,125.0,3.44987,3437,687.0,62.0,2225.0,5,0.0,62.0,3628,726.0,62.0,2266.0,5,0.0,62.0,0,-1.0,-1.0,0,-1.0,9,604.0,62.0,233.86,249.65
Recording6,VT87,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,jug_cup,7301,15002,174064,333,167.0,158.0,175.0,2,8636.0,175.0,window,3.56673,333,167.0,158.0,175.0,2,8636.0,175.0,3.56673,358,358.0,358.0,358.0,1,8636.0,358.0,400,400.0,400.0,400.0,1,8594.0,400.0,0,-1.0,-1.0,0,-1.0,1,8594.0,8994.0,207.88,338.56
Recording6,VT87,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,prisoner_target,1848,15002,174064,0,0.0,0.0,0.0,0,15002.0,0.0,window,3.1491353191489364,0,0.0,0.0,0.0,0,15002.0,0.0,3.1491353191489364,0,0.0,0.0,0.0,0,15002.0,0.0,0,0.0,0.0,0.0,0,15002.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
